transformer_id,transformer_code,substation_code,substation_name,feeder_code,feeder_name,rated_kva,age_years,is_metered,current_load_pct,current_oil_temp_c,current_health_score,current_failure_risk,current_status,longitude,latitude,num_consumers,manufacturer,cooling_type,installation_date,is_flood_prone,is_high_lightning,address_text,district,operational_status
6c69f9a2-42d9-45dc-a1f5-f5940c920e5d,100807,SS_162,Tinsukia Substation 162,FD_UNKNOWN,Unknown Feeder,100.0,21,True,67.3702620856077,33.7110445125486,73,0.2648,healthy,95.4363629,27.4872203,145,Voltamp,ONAN,2005-01-21,False,False,"Ward No. 9, Substation 162, Tinsukia",Tinsukia,IN_SERVICE
6cfa11ac-c673-4467-a2e3-a56e8bb63486,101257,SS_241,Nalbari Substation 241,FD_UNKNOWN,Unknown Feeder,200.0,35,True,62.780733166352,33.4763437156759,74,0.2566,healthy,91.4430654,26.4385256,74,Crompton,ONAN,1991-08-13,False,False,"Ward No. 12, Substation 241, Nalbari",Nalbari,IN_SERVICE
6d5bde17-27cd-4171-a9b1-051d11feeca3,100554,SS_134,Cachar Substation 134,FD_UNKNOWN,Unknown Feeder,63.0,10,True,67.8709088358879,33.2889880335093,72,0.2719,healthy,92.432166,24.822849,127,Voltamp,ONAN,2016-09-07,False,False,"Ward No. 13, Substation 134, Cachar",Cachar,IN_SERVICE
6daf5f6a-91d9-4a98-99b1-3580881d1789,100214,SS_103,Kamrup Metro Substation 103,FD_UNKNOWN,Unknown Feeder,200.0,18,False,120.331582161839,94.0991190169511,26,0.738,warning,91.7470568,26.1653519,26,ABB,ONAN,2008-05-03,False,False,"Ward No. 13, Substation 103, Kamrup Metro",Kamrup Metro,IN_SERVICE
8af8feb0-4188-4675-9fdd-c596043e83a1,100354,SS_111,Kamrup Substation 111,FD_UNKNOWN,Unknown Feeder,200.0,18,True,65.2955525398313,34.2375625138309,75,0.244,healthy,91.4430654,26.4385256,27,Voltamp,ONAF,2008-08-19,False,True,"Ward No. 11, Substation 111, Kamrup",Kamrup,IN_SERVICE
8b332f7a-6147-462d-9a66-04afccd0766f,101209,SS_212,Morigaon Substation 212,FD_UNKNOWN,Unknown Feeder,500.0,11,False,69.9121038845755,33.7687014498979,67,0.3279,healthy,92.1944842,26.1191121,54,Voltamp,ONAN,2015-07-10,False,False,"Ward No. 12, Substation 212, Morigaon",Morigaon,IN_SERVICE
8bbe1721-62fb-46e4-8ace-02f147ce0e6e,44,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,63.0,23,False,67.4781584938896,34.1311390831071,71,0.2813,healthy,92.4990678,24.9536851,148,BHEL,ONAN,2003-05-07,False,False,"Ward No. 14, Substation 133, Unknown",Unknown,IN_SERVICE
8c95cca2-5690-4a97-ab61-ccdd9877b221,100360,SS_112,Kamrup Substation 112,FD_UNKNOWN,Unknown Feeder,200.0,33,True,65.4083877190251,33.4070593053948,75,0.2434,healthy,91.0542472,25.9629778,146,Siemens,ONAN,1993-10-20,False,True,"Ward No. 12, Substation 112, Kamrup",Kamrup,IN_SERVICE
8da69ad1-3750-46b4-8de1-bedacaa66a42,100123,SS_102,Kamrup Metro Substation 102,FD_UNKNOWN,Unknown Feeder,200.0,9,False,67.0874492572497,33.7994508300022,75,0.2486,healthy,91.7470568,26.1653519,98,Siemens,ONAN,2017-03-06,False,False,"Ward No. 8, Substation 102, Kamrup Metro",Kamrup Metro,IN_SERVICE
8e3e09e6-23a0-4099-b8e0-258d03b22d8e,100997,SS_183,Biswanath Substation 183,FD_UNKNOWN,Unknown Feeder,315.0,17,False,66.2270097806713,34.3677571535459,73,0.2641,healthy,93.2594534,26.578865,99,Crompton,ONAN,2009-06-18,True,False,"Ward No. 1, Substation 183, Biswanath",Biswanath,IN_SERVICE
8e4bcf9f-c0e7-4bca-90e0-3a5c89b58b67,100078,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,250.0,32,False,69.6751672145349,33.9078948882462,72,0.271,healthy,91.763125,26.1702036,38,Siemens,ONAN,1994-04-18,False,False,"Ward No. 2, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
8eae43e3-5524-4ec8-b336-e72f9f3e099b,100093,SS_102,Kamrup Metro Substation 102,FD_UNKNOWN,Unknown Feeder,500.0,19,True,64.4918153033978,34.3694975607313,74,0.2526,healthy,91.7990456,26.1127337,96,ABB,ONAN,2007-01-04,True,False,"Ward No. 4, Substation 102, Kamrup Metro",Kamrup Metro,IN_SERVICE
9035f7b0-b7a9-4fe5-a3df-9bfcdb055bab,100795,SS_162,Tinsukia Substation 162,FD_UNKNOWN,Unknown Feeder,100.0,7,False,67.0689341042959,33.0867303511612,75,0.2413,healthy,95.3587625,27.4991191,91,ABB,ONAF,2019-10-02,False,False,"Ward No. 5, Substation 162, Tinsukia",Tinsukia,IN_SERVICE
90bc0397-63c7-4780-ac0a-6de4e3a13752,100571,SS_134,Cachar Substation 134,FD_UNKNOWN,Unknown Feeder,500.0,12,False,64.5546723782828,33.6323861987342,70,0.2935,healthy,92.334474,24.8017729,32,Voltamp,ONAF,2014-04-06,True,False,"Ward No. 4, Substation 134, Cachar",Cachar,IN_SERVICE
90cc93b0-9dc9-43c8-9ddb-a83fffdff842,101098,SS_194,Dhubri Substation 194,FD_UNKNOWN,Unknown Feeder,25.0,35,False,68.5606737601774,34.9258490270004,69,0.3081,healthy,90.0822036,26.4097059,54,ABB,ONAN,1991-06-21,True,False,"Ward No. 13, Substation 194, Dhubri",Dhubri,IN_SERVICE
90fcdfca-585e-4364-9838-42e20a79b512,134,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,100.0,6,False,66.1628758708604,33.791384751464,76,0.2399,healthy,92.5473926,24.9739033,30,Voltamp,ONAN,2020-04-22,True,False,"Ward No. 12, Substation 133, Unknown",Unknown,IN_SERVICE
91819357-db6a-4baf-9f05-565f0b0e65bb,100537,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,63.0,12,True,64.3610268990348,34.1065849647792,74,0.2598,healthy,93.0128173,25.1672497,138,BHEL,ONAN,2014-11-12,False,False,"Ward No. 10, Substation 133, Cachar",Cachar,IN_SERVICE
91c29be3-f5f4-4307-855c-a3c3b916e1e8,101028,SS_192,Bongaigaon Substation 192,FD_UNKNOWN,Unknown Feeder,500.0,5,False,64.9340765183289,33.6730242234669,73,0.2647,healthy,90.5515413,26.4929099,116,Voltamp,ONAN,2021-08-07,False,False,"Ward No. 11, Substation 192, Bongaigaon",Bongaigaon,IN_SERVICE
91c9b7a1-e68b-400e-ae7f-c2cb7b432baa,101166,SS_203,Golaghat Substation 203,FD_UNKNOWN,Unknown Feeder,100.0,12,False,69.4249365779744,33.9721625817781,74,0.2523,healthy,93.3577162,26.6343815,32,Voltamp,ONAN,2014-02-27,False,False,"Ward No. 14, Substation 203, Golaghat",Golaghat,IN_SERVICE
9229501c-5391-4f8d-8ddc-ea8729b73c01,101094,SS_194,Dhubri Substation 194,FD_UNKNOWN,Unknown Feeder,200.0,17,True,67.1521052217226,33.6180673372888,74,0.2531,healthy,90.1292697,26.3840972,62,Crompton,ONAN,2009-07-04,False,False,"Ward No. 11, Substation 194, Dhubri",Dhubri,IN_SERVICE
9d9aae83-b9ea-4fce-b48c-46e77fd374a6,100614,SS_136,Cachar Substation 136,FD_UNKNOWN,Unknown Feeder,100.0,13,False,69.612014855854,33.1154719572897,73,0.2691,healthy,93.0637604,24.8821819,74,Crompton,ONAF,2013-03-15,False,False,"Ward No. 6, Substation 136, Cachar",Cachar,IN_SERVICE
9ec37d31-dc7d-450a-8097-851238b1159b,204,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,63.0,11,False,66.8489193621442,33.4959330439833,70,0.2926,healthy,92.5660439,24.9812422,74,ABB,ONAN,2015-08-01,False,False,"Ward No. 8, Substation 133, Unknown",Unknown,IN_SERVICE
a11aac07-b986-49d0-a569-4cb2eb0b5ce8,101252,SS_231,Dima Hasao Substation 231,FD_UNKNOWN,Unknown Feeder,100.0,18,False,65.9592844323244,34.2541449526896,74,0.254,healthy,93.1139052,25.1776702,76,Voltamp,ONAF,2008-03-12,True,False,"Ward No. 6, Substation 231, Dima Hasao",Dima Hasao,IN_SERVICE
a154d86e-4512-40a4-bee5-2ecda82d70ae,100418,SS_121,Nagaon Substation 121,FD_UNKNOWN,Unknown Feeder,250.0,5,True,67.9150508226774,34.1464263638782,73,0.2696,healthy,92.7961644,26.6514037,36,BHEL,ONAN,2021-01-25,False,False,"Ward No. 4, Substation 121, Nagaon",Nagaon,IN_SERVICE
a299873c-b30c-4036-9d9b-de5c634992c0,100777,SS_161,Dibrugarh Substation 161,FD_UNKNOWN,Unknown Feeder,100.0,41,True,68.1860075631683,33.8507525523183,77,0.2282,healthy,94.7045209,27.6596218,80,Voltamp,ONAN,1985-09-22,False,True,"Ward No. 13, Substation 161, Dibrugarh",Dibrugarh,IN_SERVICE
a4ef4e3f-5e51-48a2-81e8-d294a0b97682,100984,SS_182,Sonitpur Substation 182,FD_UNKNOWN,Unknown Feeder,100.0,9,True,60.8201157054326,33.2423752483057,76,0.2354,healthy,92.4781376,26.7029297,109,BHEL,ONAF,2017-04-06,False,False,"Ward No. 8, Substation 182, Sonitpur",Sonitpur,IN_SERVICE
a51c809d-9cbf-4a7b-af10-386a698ec95c,100158,SS_103,Kamrup Metro Substation 103,FD_UNKNOWN,Unknown Feeder,200.0,23,False,66.9501813371692,34.5355975520099,75,0.2475,healthy,91.7641704,26.1688102,91,Voltamp,ONAN,2003-03-11,False,False,"Ward No. 11, Substation 103, Kamrup Metro",Kamrup Metro,IN_SERVICE
a53110c1-2cda-4dc6-8598-ca17e2485ae8,100029,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,200.0,19,False,65.3367474944562,33.3672063078587,75,0.2497,healthy,91.777406,26.1732343,129,Voltamp,ONAN,2007-01-21,False,True,"Ward No. 13, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
a5c38045-7776-4bfd-9101-106309f14736,100669,SS_142,Karimganj Substation 142,FD_UNKNOWN,Unknown Feeder,200.0,6,True,68.2934766731724,32.714708808012,74,0.251,healthy,92.5204243,24.8616184,32,ABB,ONAF,2020-07-24,False,False,"Ward No. 8, Substation 142, Karimganj",Karimganj,IN_SERVICE
a5c3adf2-bb48-4478-ad1f-2bff730dac80,101240,SS_222,Karbi Anglong Substation 222,FD_UNKNOWN,Unknown Feeder,100.0,23,True,64.8120640021137,34.1138908206202,76,0.2383,healthy,92.6621693,26.3344145,54,Siemens,ONAN,2003-02-22,False,True,"Ward No. 11, Substation 222, Karbi Anglong",Karbi Anglong,IN_SERVICE
a6000ede-c3c1-42a2-b913-23d429a79c13,101103,SS_201,Sivasagar Substation 201,FD_UNKNOWN,Unknown Feeder,250.0,12,False,66.6163290074013,33.810599633159,75,0.2486,healthy,94.6378242,26.9804987,29,Crompton,ONAF,2014-01-27,False,False,"Ward No. 12, Substation 201, Sivasagar",Sivasagar,IN_SERVICE
c529df8d-d6bb-4214-94d2-e6979e27ed6d,100798,SS_162,Tinsukia Substation 162,FD_UNKNOWN,Unknown Feeder,100.0,10,True,65.6815434353707,33.935054718829,76,0.2373,healthy,95.3484441,27.4941647,94,ABB,ONAN,2016-11-17,False,False,"Ward No. 8, Substation 162, Tinsukia",Tinsukia,IN_SERVICE
c52fbf39-495f-47a3-af9c-8a56cbd9ebc1,2243,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,26,False,67.1583594275368,34.7984938998486,71,0.2849,healthy,92.42745,24.9949183,66,Siemens,ONAN,2000-01-24,False,True,"Ward No. 6, Substation 133, Unknown",Unknown,IN_SERVICE
c5a24f7e-bd04-40f9-b6bc-1252480b573f,327,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,9,False,68.2270205055514,33.7317805449439,67,0.3244,healthy,92.4243933,24.9793367,66,ABB,ONAF,2017-03-06,False,False,"Ward No. 3, Substation 133, Unknown",Unknown,IN_SERVICE
c6d51091-48f1-464c-bb05-39193eefc013,100467,SS_123,Hojai Substation 123,FD_UNKNOWN,Unknown Feeder,100.0,19,True,62.9090274514907,33.9188691494451,76,0.2322,healthy,92.8781343,25.849921,81,BHEL,ONAF,2007-05-03,False,False,"Ward No. 9, Substation 123, Hojai",Hojai,IN_SERVICE
c71dcc9a-0376-44de-a953-c0720c5a9ab2,100072,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,63.0,20,True,65.8774590538674,33.8642062519336,72,0.2747,healthy,91.7977525,26.1165465,74,BHEL,ONAN,2006-09-24,False,False,"Ward No. 12, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
c73de935-8aa6-4d6c-a712-91bb03388b9d,100737,SS_153,Majuli Substation 153,FD_UNKNOWN,Unknown Feeder,315.0,14,False,66.9014338357944,34.1528492040055,73,0.2681,healthy,94.2029298,26.7538629,66,Voltamp,ONAN,2012-06-22,False,False,"Ward No. 8, Substation 153, Majuli",Majuli,IN_SERVICE
c75fbaea-2e16-4cab-8a05-5fc1511fab01,101224,SS_221,Karbi Anglong Substation 221,FD_UNKNOWN,Unknown Feeder,100.0,10,False,69.3058397572793,34.2170453258079,74,0.2541,healthy,93.7027002,25.9070868,112,Crompton,ONAN,2016-01-09,False,True,"Ward No. 1, Substation 221, Karbi Anglong",Karbi Anglong,IN_SERVICE
de399de2-780d-4b16-9eef-af32b281008e,445,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,16.0,8,True,62.1899925298098,33.8795238229209,71,0.2867,healthy,92.5677021,24.9082989,94,Voltamp,ONAN,2018-02-22,False,False,"Ward No. 3, Substation 133, Unknown",Unknown,IN_SERVICE
dea709f6-535b-4236-9193-f3953e557c0a,100097,SS_102,Kamrup Metro Substation 102,FD_UNKNOWN,Unknown Feeder,315.0,17,False,63.9244503870751,34.4007996453846,75,0.2465,healthy,91.8199646,26.1788619,94,Crompton,ONAN,2009-06-09,False,False,"Ward No. 6, Substation 102, Kamrup Metro",Kamrup Metro,IN_SERVICE
dee8f65a-480a-4d4e-ae99-a59fbae28a3a,101040,SS_192,Bongaigaon Substation 192,FD_UNKNOWN,Unknown Feeder,100.0,28,False,69.4411880064756,33.6150936827109,74,0.2571,healthy,90.764245,26.374117,32,Crompton,ONAN,1998-02-11,False,False,"Ward No. 13, Substation 192, Bongaigaon",Bongaigaon,IN_SERVICE
f5eb1874-56ae-4d78-9749-0f1e46e8ff0e,100391,SS_121,Nagaon Substation 121,FD_UNKNOWN,Unknown Feeder,315.0,15,False,66.3836243151745,33.7292109507364,73,0.2624,healthy,92.6537353,26.1671521,124,ABB,ONAF,2011-08-05,False,False,"Ward No. 6, Substation 121, Nagaon",Nagaon,IN_SERVICE
f90b0d32-561a-4469-91b7-751b8953ad5a,100783,SS_161,Dibrugarh Substation 161,FD_UNKNOWN,Unknown Feeder,100.0,13,False,67.3703087668911,33.7270577528288,74,0.2572,healthy,95.0720967,27.7551763,130,BHEL,ONAN,2013-04-08,False,False,"Ward No. 13, Substation 161, Dibrugarh",Dibrugarh,IN_SERVICE
fc65781c-2b86-4879-87b0-0834d7fb7481,100015,SS_101,Kamrup Metro Substation 101,FD_UNKNOWN,Unknown Feeder,100.0,8,False,65.6758613304725,34.5172140105604,74,0.251,healthy,91.7701374,26.1602914,148,Voltamp,ONAN,2018-11-06,False,False,"Ward No. 3, Substation 101, Kamrup Metro",Kamrup Metro,IN_SERVICE
fcc97f85-6805-4f63-90e1-ee67dba6596b,2103,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,25.0,31,True,66.5473653002367,33.9951227464851,70,0.2987,healthy,92.5598498,24.9026655,57,ABB,ONAN,1995-11-14,False,False,"Ward No. 7, Substation 133, Unknown",Unknown,IN_SERVICE
fd28ac34-02db-408b-8425-9400b000b191,100473,SS_123,Hojai Substation 123,FD_UNKNOWN,Unknown Feeder,200.0,18,False,62.7253033989588,32.8348508716386,79,0.2098,healthy,93.0289923,26.1060055,120,BHEL,ONAN,2008-05-13,False,False,"Ward No. 4, Substation 123, Hojai",Hojai,IN_SERVICE
fd99c724-6d07-4fc9-bf33-ebe9c33cedee,101019,SS_191,Goalpara Substation 191,FD_UNKNOWN,Unknown Feeder,315.0,17,False,64.4608214603456,33.1078520222427,75,0.2405,healthy,90.5398884,26.475591,102,BHEL,ONAN,2009-01-24,False,False,"Ward No. 10, Substation 191, Goalpara",Goalpara,IN_SERVICE
fdbc2af7-772b-44ae-a384-f1eae4b3d961,2081,SS_133,Cachar Substation 133,FD_UNKNOWN,Unknown Feeder,16.0,20,True,69.8891830267603,34.1105277067718,69,0.3015,healthy,92.532011,24.9391749,92,BHEL,ONAN,2006-06-11,False,True,"Ward No. 10, Substation 133, Unknown",Unknown,IN_SERVICE
fdc436d8-3bd9-4553-a7f9-9d607c0a1ec7,100327,SS_106,Kamrup Metro Substation 106,FD_UNKNOWN,Unknown Feeder,500.0,22,False,118.209242988818,94.3521722247923,18,0.8114,warning,91.6963651,26.2171963,55,BHEL,ONAF,2004-07-25,False,False,"Ward No. 5, Substation 106, Kamrup Metro",Kamrup Metro,IN_SERVICE
