lat,lon,name,type
27.3906614,95.2581409,Proxy Telecom_towers,telecom_towers
24.8892127,90.7220212,Proxy Telecom_towers,telecom_towers
24.8529372,90.720908,Mobile Tower,telecom_towers
24.8021247,90.7497002,Proxy Telecom_towers,telecom_towers
24.9088632,90.6599857,Proxy Telecom_towers,telecom_towers
24.8870788,90.7229237,Buliding,telecom_towers
25.1712314,91.1956027,Holhaliya Akota Bazar Tower Airtel Banglalink Tower,telecom_towers
26.5893714,93.1564826,Proxy Telecom_towers,telecom_towers
26.5791344,93.1126221,Proxy Telecom_towers,telecom_towers
24.6544682,90.8246425,Proxy Telecom_towers,telecom_towers
24.4166206,90.6567503,Proxy Telecom_towers,telecom_towers
24.3307059,90.6800258,Proxy Telecom_towers,telecom_towers
24.701262,90.8904666,Proxy Telecom_towers,telecom_towers
24.8126518,90.8584464,Mobile Tower,telecom_towers
24.7230011,90.9465502,Proxy Telecom_towers,telecom_towers
24.7226089,90.946569,Proxy Telecom_towers,telecom_towers
24.7176337,90.9552392,টিএন্ডটি টাওয়ার,telecom_towers
25.2059564,90.1531896,Proxy Telecom_towers,telecom_towers
25.0130302,91.9230781,Proxy Telecom_towers,telecom_towers
24.8011088,90.3043482,Proxy Telecom_towers,telecom_towers
24.3452016,91.7002375,Proxy Telecom_towers,telecom_towers
24.3508757,91.7030136,Proxy Telecom_towers,telecom_towers
25.2408797,92.212683,Proxy Telecom_towers,telecom_towers
24.5797414,90.6594801,Proxy Telecom_towers,telecom_towers
24.6054255,90.6575838,Proxy Telecom_towers,telecom_towers
24.6057632,90.6573437,Proxy Telecom_towers,telecom_towers
24.7646709,89.9261243,Proxy Telecom_towers,telecom_towers
25.0008247,91.9604199,Proxy Telecom_towers,telecom_towers
24.8616402,89.9407652,Proxy Telecom_towers,telecom_towers
24.5513586,91.439956,Proxy Telecom_towers,telecom_towers
24.5514354,91.440188,Proxy Telecom_towers,telecom_towers
24.442151,91.4530389,Proxy Telecom_towers,telecom_towers
24.4347166,91.4477971,Proxy Telecom_towers,telecom_towers
24.4194369,91.4300135,Proxy Telecom_towers,telecom_towers
25.1351278,91.5755524,Proxy Telecom_towers,telecom_towers
24.0965416,90.2032855,Proxy Telecom_towers,telecom_towers
24.1020691,90.2136399,Proxy Telecom_towers,telecom_towers
24.1229388,90.1763888,Proxy Telecom_towers,telecom_towers
24.0986521,90.1374684,Proxy Telecom_towers,telecom_towers
24.0379232,90.0649222,Proxy Telecom_towers,telecom_towers
24.1362301,90.0189914,Proxy Telecom_towers,telecom_towers
24.1456241,90.0076845,Proxy Telecom_towers,telecom_towers
24.136689,90.0163145,Proxy Telecom_towers,telecom_towers
24.1022037,90.0096824,Proxy Telecom_towers,telecom_towers
24.1407895,90.0221725,Proxy Telecom_towers,telecom_towers
24.7165977,90.9538538,Grameenphone Tower,telecom_towers
26.475591,90.5398884,Proxy Telecom_towers,telecom_towers
26.4738215,90.5395532,Proxy Telecom_towers,telecom_towers
24.9067811,89.915908,Grameenphone Tower,telecom_towers
24.7639334,93.896332,Proxy Telecom_towers,telecom_towers
24.0859359,93.4830173,Airtel Tower,telecom_towers
27.5709608,90.737417,Proxy Telecom_towers,telecom_towers
25.6666516,94.0742892,Proxy Telecom_towers,telecom_towers
25.6752937,94.0185618,Proxy Telecom_towers,telecom_towers
27.4135406,90.4880252,Proxy Telecom_towers,telecom_towers
27.1648625,90.823345,Proxy Telecom_towers,telecom_towers
24.2805528,93.6670934,Proxy Telecom_towers,telecom_towers
27.2234507,91.5657612,Proxy Telecom_towers,telecom_towers
26.1986973,91.6859333,Proxy Telecom_towers,telecom_towers
27.1011476,92.1042309,Proxy Telecom_towers,telecom_towers
24.1318395,90.7025114,Proxy Telecom_towers,telecom_towers
26.1908959,91.7638703,Proxy Telecom_towers,telecom_towers
26.1773154,91.7676438,Proxy Telecom_towers,telecom_towers
27.5507499,90.4572827,Proxy Telecom_towers,telecom_towers
27.5511907,90.4581638,Proxy Telecom_towers,telecom_towers
27.5213599,90.4589169,Proxy Telecom_towers,telecom_towers
26.6172797,93.3754086,Kathpora Tower,telecom_towers
25.0927199,91.4360493,Proxy Telecom_towers,telecom_towers
25.092791,91.4348102,Proxy Telecom_towers,telecom_towers
26.6343815,93.3577162,Proxy Telecom_towers,telecom_towers
24.7134871,91.4717147,Proxy Telecom_towers,telecom_towers
24.7644146,91.549133,Proxy Telecom_towers,telecom_towers
24.0971876,94.2751123,Proxy Telecom_towers,telecom_towers
24.2120184,94.3147425,Proxy Telecom_towers,telecom_towers
24.2128391,94.3147424,Proxy Telecom_towers,telecom_towers
24.6676641,94.568057,Proxy Telecom_towers,telecom_towers
24.2481789,94.3171589,Proxy Telecom_towers,telecom_towers
24.7605931,94.8890166,Proxy Telecom_towers,telecom_towers
24.7867696,94.926244,Proxy Telecom_towers,telecom_towers
24.7823712,94.9251326,Proxy Telecom_towers,telecom_towers
25.0937212,92.1219491,Rupali bank,telecom_towers
24.9387479,90.6044607,Proxy Telecom_towers,telecom_towers
24.9209835,90.6123838,Proxy Telecom_towers,telecom_towers
24.9215984,90.6119804,Proxy Telecom_towers,telecom_towers
26.7031789,96.2076703,Proxy Telecom_towers,telecom_towers
26.2612326,95.4591276,Proxy Telecom_towers,telecom_towers
24.6795798,94.7369759,Proxy Telecom_towers,telecom_towers
25.9623143,95.2351534,Proxy Telecom_towers,telecom_towers
26.3483318,96.1793668,Proxy Telecom_towers,telecom_towers
26.3989161,95.4631522,Proxy Telecom_towers,telecom_towers
27.3610053,91.521226,Proxy Telecom_towers,telecom_towers
26.9777945,96.1722636,Proxy Telecom_towers,telecom_towers
26.0301528,95.7097981,Proxy Telecom_towers,telecom_towers
26.8249915,91.3397768,Proxy Telecom_towers,telecom_towers
27.0423283,91.4607041,Proxy Telecom_towers,telecom_towers
27.0343195,91.3153589,"B.mobile tower,Redingla",telecom_towers
26.8614721,91.1438468,Proxy Telecom_towers,telecom_towers
26.8549781,91.0937454,Proxy Telecom_towers,telecom_towers
27.0342741,91.3152087,"T-cell tower, Redingla",telecom_towers
27.0462074,91.3607909,Samdruptse Chorten,telecom_towers
27.0518508,91.354269,Proxy Telecom_towers,telecom_towers
26.8533739,91.2290359,Proxy Telecom_towers,telecom_towers
27.0497298,91.4366713,Proxy Telecom_towers,telecom_towers
26.9857789,91.3716962,Proxy Telecom_towers,telecom_towers
26.9857884,91.3717338,Proxy Telecom_towers,telecom_towers
26.8358571,91.3570502,Proxy Telecom_towers,telecom_towers
26.9153194,91.2063961,Proxy Telecom_towers,telecom_towers
26.8566711,91.0782545,Proxy Telecom_towers,telecom_towers
26.8949715,92.1054155,Proxy Telecom_towers,telecom_towers
26.9308192,89.9602426,Proxy Telecom_towers,telecom_towers
26.9332377,89.9071935,Proxy Telecom_towers,telecom_towers
26.9344017,89.9562893,Proxy Telecom_towers,telecom_towers
26.6796931,93.5486981,Proxy Telecom_towers,telecom_towers
27.4567429,89.6477791,Proxy Telecom_towers,telecom_towers
26.8196533,92.866517,Proxy Telecom_towers,telecom_towers
24.6631274,90.8438229,Proxy Telecom_towers,telecom_towers
25.6028677,96.2975249,Proxy Telecom_towers,telecom_towers
25.6014421,96.2957784,Proxy Telecom_towers,telecom_towers
26.6513516,90.9983215,Proxy Telecom_towers,telecom_towers
26.6820889,91.1056324,Proxy Telecom_towers,telecom_towers
26.7010611,91.1060119,Proxy Telecom_towers,telecom_towers
24.2446654,89.9107977,Proxy Telecom_towers,telecom_towers
24.1644784,94.6690197,Proxy Telecom_towers,telecom_towers
26.2918335,94.3985004,Proxy Telecom_towers,telecom_towers
25.6180189,94.3312487,Proxy Telecom_towers,telecom_towers
27.4767427,90.172424,Tramzhithang Choeten,telecom_towers
26.3797461,90.0835123,Proxy Telecom_towers,telecom_towers
26.417844,90.0463854,Proxy Telecom_towers,telecom_towers
26.4132754,90.1062588,Proxy Telecom_towers,telecom_towers
26.4343692,90.0523152,Proxy Telecom_towers,telecom_towers
26.386114,90.0795312,Proxy Telecom_towers,telecom_towers
26.3913481,90.0791953,Proxy Telecom_towers,telecom_towers
26.4106064,90.1302484,Proxy Telecom_towers,telecom_towers
26.4097059,90.0822036,Proxy Telecom_towers,telecom_towers
26.4767136,90.090236,Proxy Telecom_towers,telecom_towers
26.4883077,90.0965878,Proxy Telecom_towers,telecom_towers
26.430015,90.0645068,Proxy Telecom_towers,telecom_towers
26.4307463,90.0653573,Proxy Telecom_towers,telecom_towers
26.4206582,90.1064989,Proxy Telecom_towers,telecom_towers
26.346415,90.2680148,Proxy Telecom_towers,telecom_towers
26.4029386,90.2643663,Proxy Telecom_towers,telecom_towers
26.4079568,90.2634833,Proxy Telecom_towers,telecom_towers
26.4382445,90.3696639,Proxy Telecom_towers,telecom_towers
26.4358949,90.3614872,Proxy Telecom_towers,telecom_towers
26.513845,90.0256283,Proxy Telecom_towers,telecom_towers
26.3659427,90.1761948,Proxy Telecom_towers,telecom_towers
26.5838947,90.2656633,Proxy Telecom_towers,telecom_towers
25.9842377,95.7016349,Proxy Telecom_towers,telecom_towers
26.4268289,89.904193,Proxy Telecom_towers,telecom_towers
26.5769873,89.994456,Proxy Telecom_towers,telecom_towers
26.5901945,90.1934322,Proxy Telecom_towers,telecom_towers
26.3501254,90.0910608,Proxy Telecom_towers,telecom_towers
26.3783716,90.0562937,Proxy Telecom_towers,telecom_towers
26.4457024,90.188458,Proxy Telecom_towers,telecom_towers
26.3937858,90.0714514,Proxy Telecom_towers,telecom_towers
26.3657967,90.1792256,Proxy Telecom_towers,telecom_towers
26.36152,90.1851471,Proxy Telecom_towers,telecom_towers
24.6545745,90.8764103,Proxy Telecom_towers,telecom_towers
24.6545478,90.8765082,Proxy Telecom_towers,telecom_towers
26.3840972,90.1292697,Proxy Telecom_towers,telecom_towers
26.4749824,90.5242498,Proxy Telecom_towers,telecom_towers
24.6546382,90.8785333,Proxy Telecom_towers,telecom_towers
24.6546454,90.8782629,Proxy Telecom_towers,telecom_towers
27.0291525,95.0136977,Proxy Telecom_towers,telecom_towers
25.6239285,96.2489495,Proxy Telecom_towers,telecom_towers
24.4123919,94.7684802,Proxy Telecom_towers,telecom_towers
24.4718196,96.1823123,Proxy Telecom_towers,telecom_towers
25.9031906,93.4401517,Proxy Telecom_towers,telecom_towers
25.1832318,89.8703656,Proxy Telecom_towers,telecom_towers
28.1558588,90.7314974,碉楼遗迹,telecom_towers
24.481522,92.324582,Proxy Telecom_towers,telecom_towers
24.4375776,92.3184586,Proxy Telecom_towers,telecom_towers
24.8538523,92.4823764,Proxy Telecom_towers,telecom_towers
24.8542028,92.481215,Proxy Telecom_towers,telecom_towers
24.7006224,92.4906322,Proxy Telecom_towers,telecom_towers
24.7006224,92.4911566,Proxy Telecom_towers,telecom_towers
24.8828962,92.3090923,Proxy Telecom_towers,telecom_towers
24.9037824,92.2954009,Proxy Telecom_towers,telecom_towers
24.6017358,92.4012181,Proxy Telecom_towers,telecom_towers
24.6000164,92.4000862,Proxy Telecom_towers,telecom_towers
24.4535077,92.5084823,Proxy Telecom_towers,telecom_towers
24.7749955,92.3088844,Proxy Telecom_towers,telecom_towers
24.8017729,92.334474,Proxy Telecom_towers,telecom_towers
25.2829614,91.7112009,Prasar Bharati,telecom_towers
24.0777272,91.9762865,Proxy Telecom_towers,telecom_towers
26.578865,93.2594534,Proxy Telecom_towers,telecom_towers
26.5786614,93.25887,Proxy Telecom_towers,telecom_towers
24.0091692,90.2536378,Proxy Telecom_towers,telecom_towers
24.0100497,90.2543088,Proxy Telecom_towers,telecom_towers
24.0107432,90.2548506,Proxy Telecom_towers,telecom_towers
24.0113677,90.2553169,Proxy Telecom_towers,telecom_towers
24.0119662,90.2557957,Proxy Telecom_towers,telecom_towers
24.0124208,90.2561265,Proxy Telecom_towers,telecom_towers
24.0128122,90.2564226,Proxy Telecom_towers,telecom_towers
24.0077851,90.2534268,Proxy Telecom_towers,telecom_towers
24.0071635,90.25383,Proxy Telecom_towers,telecom_towers
24.0064441,90.2542679,Proxy Telecom_towers,telecom_towers
24.0058196,90.2546711,Proxy Telecom_towers,telecom_towers
24.0052988,90.255005,Proxy Telecom_towers,telecom_towers
24.0045908,90.2556571,Proxy Telecom_towers,telecom_towers
24.0136164,90.2567892,Proxy Telecom_towers,telecom_towers
24.0097394,90.2591285,Proxy Telecom_towers,telecom_towers
24.8804386,93.9553085,Proxy Telecom_towers,telecom_towers
26.2256969,94.0381837,Proxy Telecom_towers,telecom_towers
26.2096412,95.4836437,Proxy Telecom_towers,telecom_towers
25.7906178,90.8058321,Proxy Telecom_towers,telecom_towers
25.3118982,89.9759138,Proxy Telecom_towers,telecom_towers
25.3141325,91.8934692,Proxy Telecom_towers,telecom_towers
25.3141301,91.8932721,Proxy Telecom_towers,telecom_towers
25.3375197,91.8873256,Proxy Telecom_towers,telecom_towers
25.2850659,91.949746,Proxy Telecom_towers,telecom_towers
25.3136342,91.9014797,Proxy Telecom_towers,telecom_towers
25.5623618,91.5150377,Proxy Telecom_towers,telecom_towers
25.5929062,91.5000871,Proxy Telecom_towers,telecom_towers
25.5213197,91.5610403,Proxy Telecom_towers,telecom_towers
25.5215521,91.5609276,Proxy Telecom_towers,telecom_towers
26.3249866,95.4435886,Proxy Telecom_towers,telecom_towers
26.3231479,95.442901,Proxy Telecom_towers,telecom_towers
24.4394887,90.7765686,Watch Tower ওয়াচ টাওয়ার,telecom_towers
24.9003678,91.8532444,"M.A.G Osmani Medical College Hospital, Sylhet",hospitals
27.4648038,95.3612101,St Luke Hospital,hospitals
27.4970136,95.3516507,Pinewood Hospital,hospitals
27.4925976,95.3609741,Life Line Hospital - Tinsukia,hospitals
27.4991191,95.3587625,"L.G.B. Civil Hospital,Tinsukia",hospitals
27.4941647,95.3484441,Aditya Hospital,hospitals
27.4889906,95.3522515,Dr. S.K.Dey Hospital,hospitals
25.5679611,91.8807062,Civil Hospital Shillong,hospitals
26.1854322,91.7404472,Mahendra Mohan Choudhury Hospital,hospitals
27.1298566,93.7365723,NERIST Medical Unit,hospitals
27.7396748,95.9117097,Proxy Hospitals,hospitals
27.6715105,95.7576066,Proxy Hospitals,hospitals
26.7575886,94.201555,Sanjivani Hospital,hospitals
25.0780216,89.7995151,Islampur Upazilla Health Complex,hospitals
25.1620877,89.7589438,Dewangonj Upazilla Health Complex,hospitals
25.0180855,90.0245386,Sherpur General Hospital,hospitals
24.4064424,90.3816307,Bhaluka Upazillz Health Complex,hospitals
24.462716,90.5451623,Gafargaon Upazilla Health Complex,hospitals
24.4657899,90.8718753,Karimganj Upazilla Health Complex,hospitals
24.2443695,90.7978091,Katiyadi Upazilla Health Complex,hospitals
24.5661403,90.6902107,Nandail Upazilla Health Complex,hospitals
24.3258926,90.9336303,Nikli Upazilla Health Complex,hospitals
24.3293628,90.6794941,Pakundia Upazilla Health Complex,hospitals
24.5764913,90.3948003,Trishal Upazilla Health Complex,hospitals
24.22893,90.0543495,বাসাইল উপজেলা স্বাস্থ্য কমপ্লেক্স,hospitals
24.3896744,89.990275,Kalihati Upazilla Health Complex,hospitals
24.2005371,90.4785541,Sreepur Upazilla Health Complex,hospitals
24.4630502,89.8747048,Bhuapur Upazilla Health Complex,hospitals
24.2639698,89.9252633,Tangail Medical College and Hospital,hospitals
24.0507025,89.8738267,Nagarpur Upazilla Health Complex,hospitals
25.8083678,89.6451388,Kurigram General Hospital,hospitals
25.5812943,89.6602718,Chilmari Upazila Health Complex,hospitals
25.1014026,91.3039972,Proxy Hospitals,hospitals
25.3646528,89.765778,Char Rajibpur Upazila Health Complex,hospitals
25.0854567,91.7554136,Companygonj Upazila Health Complex,hospitals
25.090095,90.5134661,Dhobaura Upazila Health Complex,hospitals
25.0429618,91.5678367,Dowarbazar Upazila Health Complex,hospitals
25.1279521,90.6780243,Durgapur Upazila Health Complex,hospitals
25.1179719,90.3387211,Haluaghat Upazila Health Complex,hospitals
25.1361745,92.1265808,Jaintapur Upazila Health Complex,hospitals
25.182485,90.0659935,"উপজেলা স্বাস্থ্য কমপ্লেক্স, ঝিনাইগাতী",hospitals
25.074178,90.8931413,Kalmakanda Upazila Health Complex,hospitals
25.0120631,92.2558595,Kanaighat Upazila Health Complex,hospitals
24.8937936,89.7173658,Madarganj Upazila Health Complex,hospitals
25.0934153,90.188886,Nalitabari Upazila Health Complex,hospitals
24.9484441,90.3648299,Phulpur Upazila Health Complex,hospitals
25.0651231,91.410647,Sunamganj General Hospital,hospitals
25.0979172,91.1854831,Tahirpur Upazila Health Complex,hospitals
24.6938788,92.184857,Barlekha Upazila Health Complex,hospitals
24.8405595,91.7257035,বিশ্বনাথ উপজেলা স্বাস্থ্য কমপ্লেক্স,hospitals
24.8321257,92.0291639,Golabganj Upazila Health Complex,hospitals
24.7794347,91.5631588,Jagannathpur Upazila Health Complex,hospitals
24.8842777,92.3642292,Zakiganj Upazila Health Complex,hospitals
24.9987899,91.2356038,Jamalganj Upazila Health Complex,hospitals
24.8792089,90.9820953,Mohanganj Upazila Health Complex,hospitals
24.5515794,91.2355889,Ajmiriganj Upazila Health Complex,hospitals
24.5043956,91.363971,বানিয়াচং ঊপজেলা স্বাস্থ্য কমপ্লেক্স,hospitals
24.3735429,91.4176425,Habiganj General Hospital,hospitals
24.3659437,91.8570806,Kamalganj Upazila Health Complex,hospitals
24.5279662,92.0384991,Kulaura Upazila Health Complex,hospitals
24.4811474,91.7662744,Moulvibaza Sadar Hospital,hospitals
24.5277418,91.8529606,Rajanagar Upazila Health Complex,hospitals
24.1940443,91.1962986,Nasirnagar Upazila Health Complex,hospitals
24.300898,91.7364249,Sreemangal Upazila Health Complex,hospitals
24.0971494,91.2875089,Madhabpur Upazila Health Complex,hospitals
24.3003839,89.6950129,Belkuchi Upazila Health Complex,hospitals
24.4586368,89.7110436,Sirajganj General Hospital,hospitals
24.163777,89.966907,Delduar Upazila Health Complex,hospitals
24.3899051,89.9905506,Kalihati Upazila Health Complex,hospitals
26.7490914,94.1774577,IMSR,hospitals
24.8244991,93.0153112,"Emanuel Hospital, Pailapool",hospitals
24.9672892,90.1832214,Nakla Upazilla Health Complex,hospitals
24.4537651,89.7096693,Proxy Hospitals,hospitals
24.9218234,91.4433542,Khaled General Hospital,hospitals
26.3240761,94.5217855,Modern Clinic,hospitals
26.3243522,94.5177439,Doctor's Clinic & Mediciner,hospitals
26.3253666,94.5224108,Impur Mission Hospital Clinic,hospitals
24.2537174,89.9171926,Doctors Clinic,hospitals
24.271815,89.9223291,Shapla Clinic,hospitals
24.6140873,89.916475,Nagda Shimla Health Center,hospitals
24.5921412,89.9126986,Chatila Sub Health Center,hospitals
24.3193097,89.6721271,Adachaki Community Hospital,hospitals
27.7551763,95.0720967,Health Sub Centre,hospitals
24.8717249,90.7321918,Netrokona Sadar Hospital,hospitals
24.7167996,90.9453272,Madan Upazilla Health Complex,hospitals
24.8793661,90.7314299,New Swadesh Hospital and Diagonostic Center,hospitals
24.7429322,90.40919,Mymensingh medical collage hospital,hospitals
25.106312,90.6728523,Health & Family Wlfare Center,hospitals
24.899578,91.8592555,Police Lines Hospital,hospitals
24.8983946,91.8601202,Trust Medical Services,hospitals
24.8990649,91.8673142,Shahid Samsuddin Ahmed Hospital,hospitals
24.8988371,91.87101,Central Hospital,hospitals
24.8918061,91.8777267,IBN SINA Hospital,hospitals
24.077227,89.614898,Bera Upazilla Health Complex,hospitals
27.4882355,95.3614383,Mittal Pharmacy,hospitals
27.4860869,95.3797308,Agarwal Hospital and Research Centre,hospitals
24.83185,92.800264,Mawsumi Hospital,hospitals
24.783285,92.795832,Valley Hospital,hospitals
24.7856047,92.7955799,"South City Hospital, Cachar",hospitals
24.793674,92.7928722,Nightingale Hospital,hospitals
24.7921663,92.7912446,Medinova,hospitals
26.5068894,94.4130927,Govt Dispensary,hospitals
27.3857993,89.8912219,BHU,hospitals
27.452712,89.6549287,Satellite Health clinic,hospitals
27.4685068,89.6402858,Proxy Hospitals,hospitals
27.4558025,89.6598614,RBA Hospital (old),hospitals
27.4694181,89.6385208,IMTART Hospital,hospitals
26.8002591,91.5086783,Samdrup Jongkhar Hospital,hospitals
27.3637061,91.6762694,Proxy Hospitals,hospitals
27.455188,89.660783,Hospital,hospitals
27.4574052,89.647131,Menlha Phramacy,hospitals
27.4574678,89.6470529,Padkar Diagnostic Center,hospitals
27.5942488,93.8264146,Community Health Center,hospitals
27.4452844,89.6608666,Kuenphen Rabten[pharmacy],hospitals
27.4460062,89.6605936,Druk pharmacy,hospitals
27.0816216,93.6034293,NE Homeopathic College and Hospital,hospitals
24.2267292,89.7034322,Proxy Hospitals,hospitals
26.1090489,91.7190636,Ayursundra Superspeciality Hospital,hospitals
24.0410539,91.0123001,Proxy Hospitals,hospitals
26.1548233,91.6660347,GU Hospital,hospitals
24.0711405,91.1182935,Sarail Upazila Health Complex,hospitals
24.3722667,91.41739,Proxy Hospitals,hospitals
25.0979685,96.2857916,လုံးတုံတိုက်နယ်ဆေးရုံ,hospitals
25.7556131,91.8856792,Bethany Hospital Outreach OPD Services,hospitals
25.909543,91.8768375,Nongpoh Civil Hospital,hospitals
26.1310276,91.7858925,Hm Hospital and Research Centre Pvt.Ltd,hospitals
24.8221819,92.1502707,Beanibazar Cancer Hospital,hospitals
24.9612467,94.0224994,"Community Health Centre, Sagolmang",hospitals
26.3933509,94.5331556,Community Health Centre,hospitals
24.0145573,90.3836296,ABC Eye Hospital এবিসি চক্ষু হাসপাতাল,hospitals
24.2210129,90.4117212,Mawna City Hospital & Digital Lab মাওনা সিটি হাসপাতাল এন্ড ডিজিটাল ল্যাব,hospitals
24.7545246,90.4028376,Sodesh Hospital Pvt. Ltd.,hospitals
24.7568224,90.4019915,Quality General Hospital কোয়ালিটির জেনারেল হাসপাতালে,hospitals
24.8160794,93.9434382,Raj Medicity,hospitals
28.1688407,94.8010238,General hospital,hospitals
24.1099832,90.1089661,Proxy Hospitals,hospitals
27.3591029,91.6624742,Rangjoong BHU I,hospitals
26.7478202,92.0974002,Udalguri PHC,hospitals
24.6899634,90.6109911,Ishwarganj Upazila Health Complex,hospitals
24.5636261,91.5139364,Nabiganj Upazila Health Complex,hospitals
24.2505962,90.7985862,কটিয়াদি পশু হাসপাতাল,hospitals
24.2718981,91.3799022,Proxy Hospitals,hospitals
24.6534535,90.8242871,Kendua Upazila Health Complex,hospitals
27.7500133,95.0526353,Boikunthapur Health Sub-Centre,hospitals
26.3258396,95.4411497,Proxy Hospitals,hospitals
24.4171738,90.656704,Hossainpur Upazila Health Complex,hospitals
24.4156449,91.0541001,Mithamoin Upazila Health Complex,hospitals
24.8095701,90.8622604,Atpara Upazila Health Complex,hospitals
24.7711854,90.5693994,Gouripur Upazila Health Complex,hospitals
24.8866372,91.8833747,আল আমিন ডেন্টাল কলেজ ও জেনারেল হাসপাতালে,hospitals
24.9003241,91.8655743,Mohanagar Hospital,hospitals
24.8993354,91.9095547,Jalalabad Eye Hospital,hospitals
26.8978849,92.110132,Jomotsangkha BHU I,hospitals
26.2075432,91.6776942,Proxy Hospitals,hospitals
26.6523508,92.7729652,Baptist Christian Hospital,hospitals
24.7475304,91.2311956,Vojendroganj up health and family welfare centre,hospitals
24.7655022,91.1597778,Union health and family welfare center,hospitals
24.7553591,89.8351514,Sarishabari Upazila Health Complex,hospitals
