osm_id,feature_type,latitude,longitude,name,voltage,capacity_kva,operator,ref,Sub Div Code,district,Feeder No
101313,transformer,26.4813666,91.1252234,DTR 0017 Pathsa,11000,63 kVA,APDCL,243-0017,243,Barpeta,11
101274,transformer,26.4335472,91.4289294,Nalbari Town DTR-018,11000,100 kVA,APDCL,241-0018,241,Nalbari,6
100459,transformer,25.7436468,93.1686436,DTR 0005 Lumdin,11000,315 kVA,APDCL,123-0005,123,Hojai,11
100261,transformer,26.1507352,91.6659264,DTR 0047 Guwaha,11000,25 kVA,APDCL,104-0047,104,Kamrup Metro,10
101094,transformer,26.0794817,89.9196139,Dhubri DTR-015,11000,250 kVA,APDCL,194-0015,194,Dhubri,11
100305,transformer,26.1473366,91.6574448,Jalukbari Feeder 2 T01,11000,500 kVA,APDCL,106-0001,106,Kamrup Metro,9
100355,transformer,26.4312461,91.6309255,Rangia DTR-021,11000,100 kVA,APDCL,111-0021,111,Kamrup,5
101318,transformer,26.5217604,90.9888317,Barpeta Road Feeder 5 T04,11000,200 kVA,APDCL,244-0004,244,Barpeta,12
100972,transformer,26.815824,92.664332,Rangapara DTR-006,11000,200 kVA,APDCL,182-0006,182,Sonitpur,2
100532,transformer,24.818622,92.7836499,Silchar Town Feeder 4 T43,11000,100 kVA,APDCL,133-0043,133,Cachar,3
100087,transformer,26.1411702,91.7702695,DTR 0008 Guwaha,11000,200 kVA,APDCL,102-0008,102,Kamrup Metro,10
101117,transformer,26.9787172,94.5406386,Sivasagar Town DTR-018,11000,200 kVA,APDCL,201-0018,201,Sivasagar,1
100667,transformer,24.8719467,92.3337313,Karimganj DTR-018,11000,200 kVA,APDCL,142-0018,142,Karimganj,3
100739,transformer,26.9355985,94.1766031,Majuli Feeder 3 T10,11000,63 kVA,APDCL,153-0010,153,Majuli,7
100712,transformer,26.7397903,94.2239359,DTR 0038 Jorhat,11000,100 kVA,APDCL,151-0038,151,Jorhat,10
100883,transformer,27.2044852,94.1199238,North Lakhimpur Feeder 4 T19,11000,315 kVA,APDCL,171-0019,171,Lakhimpur,11
101354,transformer,26.4894264,90.530448,Sidli DTR-003,11000,25 kVA,APDCL,252-0003,252,Chirang,6
100634,transformer,24.6862773,92.6154115,DTR 0005 Hailak,11000,100 kVA,APDCL,141-0005,141,Hailakandi,11
101012,transformer,26.166359,90.6264328,Goalpara Town Feeder 6 T13,11000,200 kVA,APDCL,191-0013,191,Goalpara,12
100437,transformer,26.042708,92.9070157,Hojai Feeder 6 T13,11000,100 kVA,APDCL,122-0013,122,Hojai,8
100491,transformer,24.8973361,92.7644175,DTR 0002 Silcha,11000,200 kVA,APDCL,133-0002,133,Cachar,3
101340,transformer,26.5539769,90.7242943,Bijni Feeder 5 T04,11000,100 kVA,APDCL,251-0004,251,Chirang,3
100837,transformer,27.3665984,95.2985632,DTR 0008 Duliaj,11000,500 kVA,APDCL,163-0008,163,Dibrugarh,4
100705,transformer,26.6867748,94.2057007,Jorhat Town Feeder 8 T31,11000,500 kVA,APDCL,151-0031,151,Jorhat,2
100908,transformer,27.432102,94.5746916,DTR 0014 Dhemaj,11000,25 kVA,APDCL,172-0014,172,Dhemaji,9
101022,transformer,26.2495021,90.6016275,DTR 0023 Goalpa,11000,315 kVA,APDCL,191-0023,191,Goalpara,7
100607,transformer,24.8597101,92.9289487,DTR 0023 Sonai,11000,25 kVA,APDCL,135-0023,135,Cachar,4
100430,transformer,25.9763015,92.8561225,Hojai DTR-006,11000,100 kVA,APDCL,122-0006,122,Hojai,1
100026,transformer,26.2178447,91.7598002,Guwahati North DTR-027,11000,500 kVA,APDCL,101-0027,101,Kamrup Metro,2
101178,transformer,26.4470025,92.0342515,Mangaldoi DTR-009,11000,200 kVA,APDCL,211-0009,211,Darrang,7
101027,transformer,26.5070363,90.5564983,Bongaigaon DTR-003,11000,100 kVA,APDCL,192-0003,192,Bongaigaon,5
100930,transformer,26.6344145,92.8109389,Tezpur Feeder 5 T04,11000,100 kVA,APDCL,181-0004,181,Sonitpur,4
100509,transformer,24.7920411,92.703988,DTR 0020 Silcha,11000,250 kVA,APDCL,133-0020,133,Cachar,6
101241,transformer,26.2512226,92.8071135,Hamren DTR-009,11000,200 kVA,APDCL,222-0009,222,Karbi Anglong,5
100260,transformer,26.1396541,91.7396541,Guwahati West Feeder 7 T46,11000,100 kVA,APDCL,104-0046,104,Kamrup Metro,1
101200,transformer,26.2690799,92.3240579,Morigaon DTR-006,11000,500 kVA,APDCL,212-0006,212,Morigaon,1
100622,transformer,24.8099339,92.9944957,Lakhipur Feeder 6 T13,11000,500 kVA,APDCL,136-0013,136,Cachar,8
100866,transformer,27.1770108,94.2021389,DTR 0002 North,11000,25 kVA,APDCL,171-0002,171,Lakhimpur,7
100629,transformer,24.7536467,93.0425211,DTR 0020 Lakhip,11000,100 kVA,APDCL,136-0020,136,Cachar,12
100965,transformer,26.6473053,92.8071385,Tezpur DTR-039,11000,25 kVA,APDCL,181-0039,181,Sonitpur,7
100400,transformer,26.3679995,92.7621106,Nagaon Town DTR-021,11000,500 kVA,APDCL,121-0021,121,Nagaon,9
100167,transformer,26.1215637,91.7972635,Guwahati East DTR-018,11000,200 kVA,APDCL,103-0018,103,Kamrup Metro,6
100592,transformer,24.9304775,92.8883953,DTR 0008 Sonai,11000,200 kVA,APDCL,135-0008,135,Cachar,8
100877,transformer,27.2254721,94.0820134,North Lakhimpur Feeder 6 T13,11000,200 kVA,APDCL,171-0013,171,Lakhimpur,3
100747,transformer,27.4901904,94.8976076,Dibrugarh Town DTR-003,11000,500 kVA,APDCL,161-0003,161,Dibrugarh,12
100143,transformer,26.1279492,91.7501956,Guwahati South Feeder 1 T64,11000,63 kVA,APDCL,102-0064,102,Kamrup Metro,11
100625,transformer,24.8174541,92.9968202,Lakhipur Feeder 1 T16,11000,200 kVA,APDCL,136-0016,136,Cachar,1
100058,transformer,26.1938286,91.7365164,DTR 0059 Guwaha,11000,200 kVA,APDCL,101-0059,101,Kamrup Metro,1
100550,transformer,24.8516536,92.4829626,Silchar West DTR-006,11000,500 kVA,APDCL,134-0006,134,Cachar,8
100247,transformer,26.1946146,91.6652594,Guwahati West DTR-033,11000,63 kVA,APDCL,104-0033,104,Kamrup Metro,8
100825,transformer,27.5099844,95.3423037,Tinsukia DTR-036,11000,315 kVA,APDCL,162-0036,162,Tinsukia,4
101015,transformer,26.0917274,90.6091184,Goalpara Town Feeder 1 T16,11000,63 kVA,APDCL,191-0016,191,Goalpara,1
101300,transformer,26.5253333,91.1436864,Pathsala Feeder 5 T04,11000,100 kVA,APDCL,243-0004,243,Barpeta,3
100822,transformer,27.5168598,95.3659418,Tinsukia DTR-033,11000,100 kVA,APDCL,162-0033,162,Tinsukia,8
100788,transformer,27.4806134,94.8251563,DTR 0044 Dibrug,11000,100 kVA,APDCL,161-0044,161,Dibrugarh,1
100164,transformer,26.1899637,91.7678616,Guwahati East DTR-015,11000,200 kVA,APDCL,103-0015,103,Kamrup Metro,12
100542,transformer,24.8161207,92.7965961,DTR 0053 Silcha,11000,100 kVA,APDCL,133-0053,133,Cachar,8
101147,transformer,26.5209008,93.9098492,Golaghat DTR-018,11000,63 kVA,APDCL,202-0018,202,Golaghat,8
100048,transformer,26.1699378,91.7149517,Guwahati North Feeder 2 T49,11000,500 kVA,APDCL,101-0049,101,Kamrup Metro,8
100300,transformer,26.1347325,91.7634123,Dispur Feeder 8 T31,11000,100 kVA,APDCL,105-0031,105,Kamrup Metro,8
100208,transformer,26.2026847,91.8120251,DTR 0059 Guwaha,11000,25 kVA,APDCL,103-0059,103,Kamrup Metro,11
100125,transformer,26.1708293,91.6779143,Guwahati South Feeder 7 T46,11000,315 kVA,APDCL,102-0046,102,Kamrup Metro,9
100113,transformer,26.1530489,91.8210654,Guwahati South Feeder 3 T34,11000,500 kVA,APDCL,102-0034,102,Kamrup Metro,10
100448,transformer,26.0094437,92.9100275,Hojai DTR-024,11000,200 kVA,APDCL,122-0024,122,Hojai,12
100709,transformer,26.7761145,94.183823,DTR 0035 Jorhat,11000,25 kVA,APDCL,151-0035,151,Jorhat,8
101039,transformer,26.4795282,90.5644056,Bongaigaon DTR-015,11000,100 kVA,APDCL,192-0015,192,Bongaigaon,5
100615,transformer,24.7958105,92.9899702,Lakhipur DTR-006,11000,63 kVA,APDCL,136-0006,136,Cachar,6
100452,transformer,25.9353403,92.8929191,Hojai Feeder 5 T28,11000,315 kVA,APDCL,122-0028,122,Hojai,11
101267,transformer,26.4359448,91.4422213,DTR 0011 Nalbar,11000,250 kVA,APDCL,241-0011,241,Nalbari,6
100955,transformer,26.639917,92.7993205,DTR 0029 Tezpur,11000,25 kVA,APDCL,181-0029,181,Sonitpur,6
101311,transformer,26.5166694,91.142924,Pathsala DTR-015,11000,100 kVA,APDCL,243-0015,243,Barpeta,9
100800,transformer,27.488775,95.3561705,DTR 0011 Tinsuk,11000,100 kVA,APDCL,162-0011,162,Tinsukia,4
100406,transformer,26.3545478,92.7566194,Nagaon Town DTR-027,11000,63 kVA,APDCL,121-0027,121,Nagaon,9
100852,transformer,27.2934988,95.3452321,Naharkatia DTR-003,11000,100 kVA,APDCL,164-0003,164,Dibrugarh,10
100783,transformer,27.5010696,94.9067144,Dibrugarh Town DTR-039,11000,63 kVA,APDCL,161-0039,161,Dibrugarh,8
100497,transformer,24.7440427,92.812231,DTR 0008 Silcha,11000,500 kVA,APDCL,133-0008,133,Cachar,10
101102,transformer,26.9937406,94.6235855,Sivasagar Town DTR-003,11000,100 kVA,APDCL,201-0003,201,Sivasagar,6
101242,transformer,26.260436,92.8233425,Hamren Feeder 3 T10,11000,100 kVA,APDCL,222-0010,222,Karbi Anglong,3
100886,transformer,27.1699718,94.0663892,North Lakhimpur Feeder 7 T22,11000,500 kVA,APDCL,171-0022,171,Lakhimpur,3
100540,transformer,24.7583629,92.7990238,Silchar Town DTR-051,11000,100 kVA,APDCL,133-0051,133,Cachar,12
100570,transformer,24.7978715,92.5142275,DTR 0026 Silcha,11000,100 kVA,APDCL,134-0026,134,Cachar,1
100543,transformer,24.8196261,92.7737305,Silchar Town DTR-054,11000,500 kVA,APDCL,133-0054,133,Cachar,6
100065,transformer,26.1920396,91.719487,Guwahati North DTR-066,11000,63 kVA,APDCL,101-0066,101,Kamrup Metro,3
100884,transformer,27.320423,94.0109374,DTR 0020 North,11000,250 kVA,APDCL,171-0020,171,Lakhimpur,5
101052,transformer,26.4822946,90.5594487,Bongaigaon Feeder 5 T28,11000,25 kVA,APDCL,192-0028,192,Bongaigaon,7
100911,transformer,27.5288533,94.5789851,DTR 0017 Dhemaj,11000,100 kVA,APDCL,172-0017,172,Dhemaji,4
100467,transformer,25.7356249,93.1345969,Lumding Feeder 6 T13,11000,100 kVA,APDCL,123-0013,123,Hojai,8
100176,transformer,26.0975228,91.8057386,Guwahati East DTR-027,11000,200 kVA,APDCL,103-0027,103,Kamrup Metro,6
100068,transformer,26.1688489,91.7085585,Guwahati North DTR-069,11000,500 kVA,APDCL,101-0069,101,Kamrup Metro,10
100227,transformer,26.2157791,91.6401824,Guwahati West Feeder 6 T13,11000,315 kVA,APDCL,104-0013,104,Kamrup Metro,12
101292,transformer,26.6944242,91.2503106,DTR 0011 Mushal,11000,100 kVA,APDCL,242-0011,242,Baksa,2
100563,transformer,24.8006628,92.5329376,Silchar West Feeder 4 T19,11000,100 kVA,APDCL,134-0019,134,Cachar,8
101105,transformer,27.0048882,94.6695727,Sivasagar Town DTR-006,11000,500 kVA,APDCL,201-0006,201,Sivasagar,2
100649,transformer,24.6796402,92.5680542,DTR 0020 Hailak,11000,250 kVA,APDCL,141-0020,141,Hailakandi,10
100116,transformer,26.2006906,91.8057872,Guwahati South Feeder 6 T37,11000,200 kVA,APDCL,102-0037,102,Kamrup Metro,2
101346,transformer,26.5002088,90.6943201,Bijni Feeder 3 T10,11000,500 kVA,APDCL,251-0010,251,Chirang,2
100064,transformer,26.0886273,91.6607533,DTR 0065 Guwaha,11000,100 kVA,APDCL,101-0065,101,Kamrup Metro,1
100613,transformer,24.8460158,92.9783047,Lakhipur Feeder 5 T04,11000,315 kVA,APDCL,136-0004,136,Cachar,3
100914,transformer,27.4630534,94.569454,DTR 0020 Dhemaj,11000,25 kVA,APDCL,172-0020,172,Dhemaji,4
100966,transformer,26.6416059,92.798425,Tezpur Feeder 1 T40,11000,25 kVA,APDCL,181-0040,181,Sonitpur,10
101044,transformer,26.4814912,90.5790943,DTR 0020 Bongai,11000,100 kVA,APDCL,192-0020,192,Bongaigaon,12
100848,transformer,27.3657965,95.3093436,Duliajan Feeder 4 T19,11000,500 kVA,APDCL,163-0019,163,Dibrugarh,6
100219,transformer,26.119084,91.6855959,DTR 0005 Guwaha,11000,25 kVA,APDCL,104-0005,104,Kamrup Metro,4
100980,transformer,26.8705408,92.6138355,DTR 0014 Rangap,11000,100 kVA,APDCL,182-0014,182,Sonitpur,11
100189,transformer,26.1767828,91.8292375,Guwahati East Feeder 1 T40,11000,500 kVA,APDCL,103-0040,103,Kamrup Metro,5
100389,transformer,26.3738001,92.6555947,Nagaon Town Feeder 3 T10,11000,25 kVA,APDCL,121-0010,121,Nagaon,11
100889,transformer,27.2746395,94.1095174,North Lakhimpur Feeder 2 T25,11000,63 kVA,APDCL,171-0025,171,Lakhimpur,11
101175,transformer,26.5135717,92.0457716,Mangaldoi DTR-006,11000,500 kVA,APDCL,211-0006,211,Darrang,9
100864,transformer,27.3082184,95.3442901,Naharkatia DTR-015,11000,200 kVA,APDCL,164-0015,164,Dibrugarh,3
100579,transformer,24.8303235,92.5913081,DTR 0035 Silcha,11000,200 kVA,APDCL,134-0035,134,Cachar,3
101111,transformer,26.9786768,94.6235819,Sivasagar Town DTR-012,11000,100 kVA,APDCL,201-0012,201,Sivasagar,6
100571,transformer,24.8160878,92.5694806,Silchar West DTR-027,11000,100 kVA,APDCL,134-0027,134,Cachar,4
101264,transformer,26.4697909,91.4496036,DTR 0008 Nalbar,11000,63 kVA,APDCL,241-0008,241,Nalbari,5
100551,transformer,24.8272363,92.5675116,Silchar West Feeder 8 T07,11000,315 kVA,APDCL,134-0007,134,Cachar,8
100893,transformer,27.2090541,94.1083287,DTR 0029 North,11000,25 kVA,APDCL,171-0029,171,Lakhimpur,12
101308,transformer,26.5341995,91.0902505,Pathsala DTR-012,11000,315 kVA,APDCL,243-0012,243,Barpeta,1
100789,transformer,27.5134247,94.8994052,Dibrugarh Town DTR-045,11000,25 kVA,APDCL,161-0045,161,Dibrugarh,4
100628,transformer,24.7578659,92.9956859,Lakhipur Feeder 4 T19,11000,315 kVA,APDCL,136-0019,136,Cachar,6
100024,transformer,26.217282,91.6996025,Guwahati North Feeder 2 T25,11000,100 kVA,APDCL,101-0025,101,Kamrup Metro,9
100538,transformer,24.8183085,92.8232613,Silchar Town Feeder 2 T49,11000,63 kVA,APDCL,133-0049,133,Cachar,8
100777,transformer,27.4915301,94.9104548,Dibrugarh Town DTR-033,11000,200 kVA,APDCL,161-0033,161,Dibrugarh,7
100256,transformer,26.1995678,91.6558209,Guwahati West DTR-042,11000,200 kVA,APDCL,104-0042,104,Kamrup Metro,12
100655,transformer,24.8605106,92.2504513,Karimganj DTR-006,11000,250 kVA,APDCL,142-0006,142,Karimganj,10
100643,transformer,24.6737345,92.5655645,DTR 0014 Hailak,11000,200 kVA,APDCL,141-0014,141,Hailakandi,7
101099,transformer,26.0134182,90.0122726,DTR 0020 Dhubri,11000,100 kVA,APDCL,194-0020,194,Dhubri,12
100107,transformer,26.0751125,91.7998901,Guwahati South Feeder 5 T28,11000,200 kVA,APDCL,102-0028,102,Kamrup Metro,10
100891,transformer,27.2393863,94.1013095,North Lakhimpur DTR-027,11000,63 kVA,APDCL,171-0027,171,Lakhimpur,2
101005,transformer,26.2322404,90.6536238,Goalpara Town DTR-006,11000,250 kVA,APDCL,191-0006,191,Goalpara,10
100446,transformer,26.0012692,92.8953104,Hojai Feeder 7 T22,11000,200 kVA,APDCL,122-0022,122,Hojai,9
100285,transformer,26.1268499,91.7666147,Dispur Feeder 1 T16,11000,100 kVA,APDCL,105-0016,105,Kamrup Metro,8
100968,transformer,26.8697556,92.6537659,DTR 0002 Rangap,11000,250 kVA,APDCL,182-0002,182,Sonitpur,7
100245,transformer,26.1321926,91.6447101,Guwahati West Feeder 8 T31,11000,100 kVA,APDCL,104-0031,104,Kamrup Metro,11
100316,transformer,26.1487159,91.6906342,Jalukbari DTR-012,11000,200 kVA,APDCL,106-0012,106,Kamrup Metro,12
101004,transformer,26.1816439,90.6238117,DTR 0005 Goalpa,11000,200 kVA,APDCL,191-0005,191,Goalpara,4
101060,transformer,26.381544,90.2807696,Kokrajhar DTR-006,11000,100 kVA,APDCL,193-0006,193,Kokrajhar,4
101296,transformer,26.6437384,91.3052932,Mushalpur DTR-015,11000,63 kVA,APDCL,242-0015,242,Baksa,11
100217,transformer,26.1286021,91.6220961,Guwahati West DTR-003,11000,315 kVA,APDCL,104-0003,104,Kamrup Metro,8
101285,transformer,26.6391808,91.3089497,Mushalpur Feeder 5 T04,11000,315 kVA,APDCL,242-0004,242,Baksa,2
100999,transformer,26.7203555,93.1540486,Biswanath Chariali DTR-015,11000,200 kVA,APDCL,183-0015,183,Biswanath,3
101080,transformer,25.9810285,89.9520247,Dhubri Feeder 2 T01,11000,500 kVA,APDCL,194-0001,194,Dhubri,1
100834,transformer,27.3437079,95.2864592,DTR 0005 Duliaj,11000,100 kVA,APDCL,163-0005,163,Dibrugarh,3
100069,transformer,26.18393,91.7191251,Guwahati North Feeder 7 T70,11000,100 kVA,APDCL,101-0070,101,Kamrup Metro,4
100163,transformer,26.1628559,91.8190177,DTR 0014 Guwaha,11000,100 kVA,APDCL,103-0014,103,Kamrup Metro,10
100212,transformer,26.1555332,91.8036353,Guwahati East DTR-063,11000,200 kVA,APDCL,103-0063,103,Kamrup Metro,7
100357,transformer,26.4829554,91.6255275,DTR 0023 Rangia,11000,200 kVA,APDCL,111-0023,111,Kamrup,5
101194,transformer,26.4397355,91.9952595,Mangaldoi Feeder 2 T25,11000,100 kVA,APDCL,211-0025,211,Darrang,8
100182,transformer,26.1622011,91.84608,Guwahati East DTR-033,11000,315 kVA,APDCL,103-0033,103,Kamrup Metro,3
100121,transformer,26.1053129,91.7953174,Guwahati South DTR-042,11000,100 kVA,APDCL,102-0042,102,Kamrup Metro,11
100645,transformer,24.639707,92.5504298,Hailakandi Feeder 1 T16,11000,100 kVA,APDCL,141-0016,141,Hailakandi,11
100438,transformer,25.9787069,92.897616,DTR 0014 Hojai,11000,100 kVA,APDCL,122-0014,122,Hojai,12
101007,transformer,26.1687237,90.5773464,DTR 0008 Goalpa,11000,25 kVA,APDCL,191-0008,191,Goalpara,2
100525,transformer,24.8434694,92.7034745,Silchar Town DTR-036,11000,100 kVA,APDCL,133-0036,133,Cachar,12
100166,transformer,26.2129209,91.7427697,DTR 0017 Guwaha,11000,100 kVA,APDCL,103-0017,103,Kamrup Metro,8
100713,transformer,26.7940016,94.2626712,Jorhat Town DTR-039,11000,100 kVA,APDCL,151-0039,151,Jorhat,4
100022,transformer,26.1859245,91.7210778,DTR 0023 Guwaha,11000,315 kVA,APDCL,101-0023,101,Kamrup Metro,9
100895,transformer,27.4843984,94.5759121,Dhemaji Feeder 2 T01,11000,500 kVA,APDCL,172-0001,172,Dhemaji,10
101077,transformer,26.4149023,90.2391497,DTR 0023 Kokraj,11000,100 kVA,APDCL,193-0023,193,Kokrajhar,7
100449,transformer,25.9976172,92.8879736,Hojai Feeder 2 T25,11000,315 kVA,APDCL,122-0025,122,Hojai,7
101223,transformer,25.8144366,93.4705233,DTR 0011 Diphu,11000,315 kVA,APDCL,221-0011,221,Karbi Anglong,9
100262,transformer,26.1583712,91.6163204,Guwahati West DTR-048,11000,100 kVA,APDCL,104-0048,104,Kamrup Metro,10
100656,transformer,24.8737141,92.3317624,Karimganj Feeder 8 T07,11000,200 kVA,APDCL,142-0007,142,Karimganj,6
100040,transformer,26.2310351,91.789513,DTR 0041 Guwaha,11000,100 kVA,APDCL,101-0041,101,Kamrup Metro,9
100096,transformer,26.1555306,91.7539063,DTR 0017 Guwaha,11000,250 kVA,APDCL,102-0017,102,Kamrup Metro,6
101262,transformer,26.4207968,91.4176889,Nalbari Town DTR-006,11000,500 kVA,APDCL,241-0006,241,Nalbari,8
100819,transformer,27.493203,95.3533762,Tinsukia DTR-030,11000,200 kVA,APDCL,162-0030,162,Tinsukia,8
100989,transformer,26.734419,93.1339714,DTR 0005 Biswan,11000,200 kVA,APDCL,183-0005,183,Biswanath,11
100440,transformer,25.988479,92.868631,Hojai Feeder 1 T16,11000,100 kVA,APDCL,122-0016,122,Hojai,2
100010,transformer,26.1522558,91.7071988,DTR 0011 Guwaha,11000,200 kVA,APDCL,101-0011,101,Kamrup Metro,10
101310,transformer,26.5364784,91.134021,DTR 0014 Pathsa,11000,100 kVA,APDCL,243-0014,243,Barpeta,9
101145,transformer,26.5077193,93.9604108,Golaghat Feeder 1 T16,11000,100 kVA,APDCL,202-0016,202,Golaghat,8
100755,transformer,27.5212128,94.8962418,DTR 0011 Dibrug,11000,100 kVA,APDCL,161-0011,161,Dibrugarh,7
100042,transformer,26.1571458,91.800435,Guwahati North Feeder 4 T43,11000,250 kVA,APDCL,101-0043,101,Kamrup Metro,9
101316,transformer,26.4875078,90.9988907,DTR 0002 Barpet,11000,500 kVA,APDCL,244-0002,244,Barpeta,8
100402,transformer,26.331106,92.7367496,DTR 0023 Nagaon,11000,500 kVA,APDCL,121-0023,121,Nagaon,8
100541,transformer,24.8553294,92.8321131,Silchar Town Feeder 5 T52,11000,100 kVA,APDCL,133-0052,133,Cachar,6
101157,transformer,26.6908867,93.6023017,Bokakhat DTR-003,11000,100 kVA,APDCL,203-0003,203,Golaghat,12
100106,transformer,26.1137181,91.7666932,Guwahati South DTR-027,11000,100 kVA,APDCL,102-0027,102,Kamrup Metro,6
100193,transformer,26.2445189,91.8153264,DTR 0044 Guwaha,11000,100 kVA,APDCL,103-0044,103,Kamrup Metro,10
101129,transformer,27.0029115,94.6708448,Sivasagar Town DTR-030,11000,200 kVA,APDCL,201-0030,201,Sivasagar,10
100070,transformer,26.1810587,91.7038019,DTR 0071 Guwaha,11000,100 kVA,APDCL,101-0071,101,Kamrup Metro,11
100489,transformer,26.122198,92.6025584,Doboka DTR-015,11000,200 kVA,APDCL,124-0015,124,Nagaon,8
100657,transformer,24.8971928,92.373638,DTR 0008 Karimg,11000,500 kVA,APDCL,142-0008,142,Karimganj,4
101213,transformer,25.8546092,93.4210004,Diphu Feeder 2 T01,11000,100 kVA,APDCL,221-0001,221,Karbi Anglong,8
100670,transformer,24.8732734,92.3502173,Karimganj DTR-021,11000,315 kVA,APDCL,142-0021,142,Karimganj,9
101177,transformer,26.4420418,92.0602011,DTR 0008 Mangal,11000,25 kVA,APDCL,211-0008,211,Darrang,3
100575,transformer,24.7989712,92.556455,Silchar West Feeder 8 T31,11000,315 kVA,APDCL,134-0031,134,Cachar,10
100458,transformer,25.7370173,93.1552633,Lumding Feeder 5 T04,11000,100 kVA,APDCL,123-0004,123,Hojai,10
101229,transformer,25.8335575,93.4414932,DTR 0017 Diphu,11000,100 kVA,APDCL,221-0017,221,Karbi Anglong,3
101347,transformer,26.5320804,90.7174097,DTR 0011 Bijni,11000,200 kVA,APDCL,251-0011,251,Chirang,7
